accessibility.chat.tts.says,chat.type.text.narrate
generator.debug_all_block_states,generator.minecraft.debug_all_block_states
generator.default,generator.minecraft.normal
generator.largeBiomes,generator.minecraft.large_biomes
generator.nether,advancements.nether.root.title
generator.old,multiplayer.status.old
gui.accept,mco.invites.button.accept
gui.all,gui.all
gui.back,gui.back
gui.cancel,gui.cancel
gui.close,mco.selectServer.close
gui.custom,generator.custom
gui.default,options.gamma.default
gui.delete,selectWorld.delete
gui.done,gui.done
gui.down,gui.down
gui.edit,selectWorld.edit
gui.goBack,dataPack.validation.back
gui.no,gui.no
gui.none,gui.none
gui.ok,gui.ok
gui.continue,gui.continue
gui.select,mco.template.button.select
gui.skip,mco.create.world.skip
gui.stats,gui.stats
gui.tab,key.keyboard.tab
gui.toMenu,gui.toTitle
gui.up,gui.up
gui.yes,gui.yes
gui.resourcepacks,options.resourcepack
hostOption.time.day,mco.configure.world.subscription.day
hostOption.weather,soundCategory.weather
howtoplay.adventureMode,gameMode.adventure
howtoplay.anvil,block.minecraft.anvil
howtoplay.armor,attribute.name.generic.armor
howtoplay.armor.header.1,container.crafting
howtoplay.armor.header.2,item.minecraft.shield
howtoplay.armorStand,item.minecraft.armor_stand
howtoplay.blocks,soundCategory.block
howtoplay.brewingStand,container.brewing
howtoplay.cauldron,item.minecraft.cauldron
howtoplay.chat,gamerule.category.chat
howtoplay.commandBlocks,mco.configure.world.commandBlocks
howtoplay.craftingTable,block.minecraft.crafting_table
howtoplay.creativeMode,gameMode.creative
howtoplay.difficulty,options.difficulty
howtoplay.difficulty.header.1,options.difficulty.peaceful
howtoplay.difficulty.header.2,options.difficulty.easy
howtoplay.difficulty.text.3,options.difficulty.easy.info
howtoplay.difficulty.header.3,options.difficulty.normal
howtoplay.difficulty.header.4,options.difficulty.hard
howtoplay.elytra,item.minecraft.elytra
howtoplay.enchantingTable,block.minecraft.enchanting_table
howtoplay.enderChest,container.enderchest
howtoplay.eyeOfEnder,entity.minecraft.eye_of_ender
howtoplay.fireworks.header.1,item.minecraft.firework_rocket
howtoplay.furnace,container.furnace
howtoplay.inventory,container.inventory
howtoplay.jukebox,block.minecraft.jukebox
howtoplay.loom,container.loom
howtoplay.netherPortals,block.minecraft.nether_portal
howtoplay.scaffolding,block.minecraft.scaffolding
howtoplay.theEnd,biome.minecraft.the_end
howtoplay.weapons.header.2,item.minecraft.bow
howtoplay.weapons.header.3,item.minecraft.crossbow
howtoplay.weapons.header.4,entity.minecraft.trident
inventory.binSlot,inventory.binSlot
item.air.name,block.minecraft.air
item.apple.name,item.minecraft.apple
item.axolotlColorCyan.name,item.minecraft.firework_star.cyan
item.axolotlColorWild.name,item.minecraft.firework_star.brown
item.axolotlColorBlue.name,item.minecraft.firework_star.blue
item.golden_apple.name,item.minecraft.golden_apple
item.armor_stand.name,item.minecraft.armor_stand
item.arrow.name,item.minecraft.arrow
item.tipped_arrow.name,item.minecraft.tipped_arrow
item.banner.black.name,block.minecraft.black_banner
item.banner.blue.name,block.minecraft.blue_banner
item.banner.border.black,block.minecraft.banner.border.black
item.banner.border.blue,block.minecraft.banner.border.blue
item.banner.border.brown,block.minecraft.banner.border.brown
item.banner.border.cyan,block.minecraft.banner.border.cyan
item.banner.border.gray,block.minecraft.banner.border.gray
item.banner.border.green,block.minecraft.banner.border.green
item.banner.border.lightBlue,block.minecraft.banner.border.light_blue
item.banner.border.lime,block.minecraft.banner.border.lime
item.banner.border.magenta,block.minecraft.banner.border.magenta
item.banner.border.orange,block.minecraft.banner.border.orange
item.banner.border.pink,block.minecraft.banner.border.pink
item.banner.border.purple,block.minecraft.banner.border.purple
item.banner.border.red,block.minecraft.banner.border.red
item.banner.border.silver,block.minecraft.banner.border.light_gray
item.banner.border.white,block.minecraft.banner.border.white
item.banner.border.yellow,block.minecraft.banner.border.yellow
item.banner.bricks.black,block.minecraft.banner.bricks.black
item.banner.bricks.blue,block.minecraft.banner.bricks.blue
item.banner.bricks.brown,block.minecraft.banner.bricks.brown
item.banner.bricks.cyan,block.minecraft.banner.bricks.cyan
item.banner.bricks.gray,block.minecraft.banner.bricks.gray
item.banner.bricks.green,block.minecraft.banner.bricks.green
item.banner.bricks.lightBlue,block.minecraft.banner.bricks.light_blue
item.banner.bricks.lime,block.minecraft.banner.bricks.lime
item.banner.bricks.magenta,block.minecraft.banner.bricks.magenta
item.banner.bricks.orange,block.minecraft.banner.bricks.orange
item.banner.bricks.pink,block.minecraft.banner.bricks.pink
item.banner.bricks.purple,block.minecraft.banner.bricks.purple
item.banner.bricks.red,block.minecraft.banner.bricks.red
item.banner.bricks.silver,block.minecraft.banner.bricks.light_gray
item.banner.bricks.white,block.minecraft.banner.bricks.white
item.banner.bricks.yellow,block.minecraft.banner.bricks.yellow
item.banner.brown.name,block.minecraft.brown_banner
item.banner.circle.black,block.minecraft.banner.circle.black
item.banner.circle.blue,block.minecraft.banner.circle.blue
item.banner.circle.brown,block.minecraft.banner.circle.brown
item.banner.circle.cyan,block.minecraft.banner.circle.cyan
item.banner.circle.gray,block.minecraft.banner.circle.gray
item.banner.circle.green,block.minecraft.banner.circle.green
item.banner.circle.lightBlue,block.minecraft.banner.circle.light_blue
item.banner.circle.lime,block.minecraft.banner.circle.lime
item.banner.circle.magenta,block.minecraft.banner.circle.magenta
item.banner.circle.orange,block.minecraft.banner.circle.orange
item.banner.circle.pink,block.minecraft.banner.circle.pink
item.banner.circle.purple,block.minecraft.banner.circle.purple
item.banner.circle.red,block.minecraft.banner.circle.red
item.banner.circle.silver,block.minecraft.banner.circle.light_gray
item.banner.circle.white,block.minecraft.banner.circle.white
item.banner.circle.yellow,block.minecraft.banner.circle.yellow
item.banner.creeper.black,block.minecraft.banner.creeper.black
item.banner.creeper.blue,block.minecraft.banner.creeper.blue
item.banner.creeper.brown,block.minecraft.banner.creeper.brown
item.banner.creeper.cyan,block.minecraft.banner.creeper.cyan
item.banner.creeper.gray,block.minecraft.banner.creeper.gray
item.banner.creeper.green,block.minecraft.banner.creeper.green
item.banner.creeper.lightBlue,block.minecraft.banner.creeper.light_blue
item.banner.creeper.lime,block.minecraft.banner.creeper.lime
item.banner.creeper.magenta,block.minecraft.banner.creeper.magenta
item.banner.creeper.orange,block.minecraft.banner.creeper.orange
item.banner.creeper.pink,block.minecraft.banner.creeper.pink
item.banner.creeper.purple,block.minecraft.banner.creeper.purple
item.banner.creeper.red,block.minecraft.banner.creeper.red
item.banner.creeper.silver,block.minecraft.banner.creeper.light_gray
item.banner.creeper.white,block.minecraft.banner.creeper.white
item.banner.creeper.yellow,block.minecraft.banner.creeper.yellow
item.banner.cross.black,block.minecraft.banner.cross.black
item.banner.cross.blue,block.minecraft.banner.cross.blue
item.banner.cross.brown,block.minecraft.banner.cross.brown
item.banner.cross.cyan,block.minecraft.banner.cross.cyan
item.banner.cross.gray,block.minecraft.banner.cross.gray
item.banner.cross.green,block.minecraft.banner.cross.green
item.banner.cross.lightBlue,block.minecraft.banner.cross.light_blue
item.banner.cross.lime,block.minecraft.banner.cross.lime
item.banner.cross.magenta,block.minecraft.banner.cross.magenta
item.banner.cross.orange,block.minecraft.banner.cross.orange
item.banner.cross.pink,block.minecraft.banner.cross.pink
item.banner.cross.purple,block.minecraft.banner.cross.purple
item.banner.cross.red,block.minecraft.banner.cross.red
item.banner.cross.silver,block.minecraft.banner.cross.light_gray
item.banner.cross.white,block.minecraft.banner.cross.white
item.banner.cross.yellow,block.minecraft.banner.cross.yellow
item.banner.curly_border.black,block.minecraft.banner.curly_border.black
item.banner.curly_border.blue,block.minecraft.banner.curly_border.blue
item.banner.curly_border.brown,block.minecraft.banner.curly_border.brown
item.banner.curly_border.cyan,block.minecraft.banner.curly_border.cyan
item.banner.curly_border.gray,block.minecraft.banner.curly_border.gray
item.banner.curly_border.green,block.minecraft.banner.curly_border.green
item.banner.curly_border.lightBlue,block.minecraft.banner.curly_border.light_blue
item.banner.curly_border.lime,block.minecraft.banner.curly_border.lime
item.banner.curly_border.magenta,block.minecraft.banner.curly_border.magenta
item.banner.curly_border.orange,block.minecraft.banner.curly_border.orange
item.banner.curly_border.pink,block.minecraft.banner.curly_border.pink
item.banner.curly_border.purple,block.minecraft.banner.curly_border.purple
item.banner.curly_border.red,block.minecraft.banner.curly_border.red
item.banner.curly_border.silver,block.minecraft.banner.curly_border.light_gray
item.banner.curly_border.white,block.minecraft.banner.curly_border.white
item.banner.curly_border.yellow,block.minecraft.banner.curly_border.yellow
item.banner.cyan.name,block.minecraft.cyan_banner
item.banner.diagonal_left.black,block.minecraft.banner.diagonal_left.black
item.banner.diagonal_left.blue,block.minecraft.banner.diagonal_left.blue
item.banner.diagonal_left.brown,block.minecraft.banner.diagonal_left.brown
item.banner.diagonal_left.cyan,block.minecraft.banner.diagonal_left.cyan
item.banner.diagonal_left.gray,block.minecraft.banner.diagonal_left.gray
item.banner.diagonal_left.green,block.minecraft.banner.diagonal_left.green
item.banner.diagonal_left.lightBlue,block.minecraft.banner.diagonal_left.light_blue
item.banner.diagonal_left.lime,block.minecraft.banner.diagonal_left.lime
item.banner.diagonal_left.magenta,block.minecraft.banner.diagonal_left.magenta
item.banner.diagonal_left.orange,block.minecraft.banner.diagonal_left.orange
item.banner.diagonal_left.pink,block.minecraft.banner.diagonal_left.pink
item.banner.diagonal_left.purple,block.minecraft.banner.diagonal_left.purple
item.banner.diagonal_left.red,block.minecraft.banner.diagonal_left.red
item.banner.diagonal_left.silver,block.minecraft.banner.diagonal_left.light_gray
item.banner.diagonal_left.white,block.minecraft.banner.diagonal_left.white
item.banner.diagonal_left.yellow,block.minecraft.banner.diagonal_left.yellow
item.banner.diagonal_right.black,block.minecraft.banner.diagonal_right.black
item.banner.diagonal_right.blue,block.minecraft.banner.diagonal_right.blue
item.banner.diagonal_right.brown,block.minecraft.banner.diagonal_right.brown
item.banner.diagonal_right.cyan,block.minecraft.banner.diagonal_right.cyan
item.banner.diagonal_right.gray,block.minecraft.banner.diagonal_right.gray
item.banner.diagonal_right.green,block.minecraft.banner.diagonal_right.green
item.banner.diagonal_right.lightBlue,block.minecraft.banner.diagonal_right.light_blue
item.banner.diagonal_right.lime,block.minecraft.banner.diagonal_right.lime
item.banner.diagonal_right.magenta,block.minecraft.banner.diagonal_right.magenta
item.banner.diagonal_right.orange,block.minecraft.banner.diagonal_right.orange
item.banner.diagonal_right.pink,block.minecraft.banner.diagonal_right.pink
item.banner.diagonal_right.purple,block.minecraft.banner.diagonal_right.purple
item.banner.diagonal_right.red,block.minecraft.banner.diagonal_right.red
item.banner.diagonal_right.silver,block.minecraft.banner.diagonal_right.light_gray
item.banner.diagonal_right.white,block.minecraft.banner.diagonal_right.white
item.banner.diagonal_right.yellow,block.minecraft.banner.diagonal_right.yellow
item.banner.diagonal_up_left.black,block.minecraft.banner.diagonal_up_left.black
item.banner.diagonal_up_left.blue,block.minecraft.banner.diagonal_up_left.blue
item.banner.diagonal_up_left.brown,block.minecraft.banner.diagonal_up_left.brown
item.banner.diagonal_up_left.cyan,block.minecraft.banner.diagonal_up_left.cyan
item.banner.diagonal_up_left.gray,block.minecraft.banner.diagonal_up_left.gray
item.banner.diagonal_up_left.green,block.minecraft.banner.diagonal_up_left.green
item.banner.diagonal_up_left.lightBlue,block.minecraft.banner.diagonal_up_left.light_blue
item.banner.diagonal_up_left.lime,block.minecraft.banner.diagonal_up_left.lime
item.banner.diagonal_up_left.magenta,block.minecraft.banner.diagonal_up_left.magenta
item.banner.diagonal_up_left.orange,block.minecraft.banner.diagonal_up_left.orange
item.banner.diagonal_up_left.pink,block.minecraft.banner.diagonal_up_left.pink
item.banner.diagonal_up_left.purple,block.minecraft.banner.diagonal_up_left.purple
item.banner.diagonal_up_left.red,block.minecraft.banner.diagonal_up_left.red
item.banner.diagonal_up_left.silver,block.minecraft.banner.diagonal_up_left.light_gray
item.banner.diagonal_up_left.white,block.minecraft.banner.diagonal_up_left.white
item.banner.diagonal_up_left.yellow,block.minecraft.banner.diagonal_up_left.yellow
item.banner.diagonal_up_right.black,block.minecraft.banner.diagonal_up_right.black
item.banner.diagonal_up_right.blue,block.minecraft.banner.diagonal_up_right.blue
item.banner.diagonal_up_right.brown,block.minecraft.banner.diagonal_up_right.brown
item.banner.diagonal_up_right.cyan,block.minecraft.banner.diagonal_up_right.cyan
item.banner.diagonal_up_right.gray,block.minecraft.banner.diagonal_up_right.gray
item.banner.diagonal_up_right.green,block.minecraft.banner.diagonal_up_right.green
